number,Species,origin,latitude,longitude,site,herbivory,Growth,hemisphere,Study,enemy
1535,Solanum spp.,Native,18.6,-95.12,334,9.18,Nonwoody,north,cAU,insects
1536,Costus spicatus,Native,18.6,-95.12,334,8.2,Nonwoody,north,cAU,insects
1537,Costus villosissimus,Native,18.6,-95.12,334,9.74,Nonwoody,north,cAU,insects
1538,Cordia alliodora,Native,18.6,-95.12,334,24.16,Woody,north,cAU,insects
992,Liriodendron tulipifera,Native,35.92,-84.28,257,2.51,Woody,north,cAV,insects
861,Quercus alba,Native,38.52,-90.56,200,15.613,Woody,north,cAW,insects
862,Quercus alba,Native,38.52,-90.56,200,11.906,Woody,north,cAW,insects
1377,Casearia nitida,Native,19.5,-105.05,331,11.527,Woody,north,cBA,insects
1378,Casearia nitida,Native,19.5,-105.05,331,7.799,Woody,north,cBA,insects
1791,Dryobalanops lanceolata,Native,4.97,117.8,356,0.801,Woody,north,cBB,insects
1792,Dryobalanops lanceolata,Native,4.97,117.8,356,1.155,Woody,north,cBB,insects
1793,Dryobalanops lanceolata,Native,4.97,117.8,356,4.464,Woody,north,cBB,insects
1794,Dryobalanops lanceolata,Native,4.97,117.8,356,3.659,Woody,north,cBB,insects
1795,Parashorea spp.,Native,4.97,117.8,356,2.834,Woody,north,cBB,insects
1796,Parashorea spp.,Native,4.97,117.8,356,5.525,Woody,north,cBB,insects
1797,Parashorea spp.,Native,4.97,117.8,356,7.406,Woody,north,cBB,insects
1798,Parashorea spp.,Native,4.97,117.8,356,8.479,Woody,north,cBB,insects
1799,Shorea acuminatissima,Native,4.97,117.8,356,1,Woody,north,cBB,insects
1800,Shorea acuminatissima,Native,4.97,117.8,356,1.982,Woody,north,cBB,insects
1801,Shorea acuminatissima,Native,4.97,117.8,356,3.144,Woody,north,cBB,insects
1802,Shorea acuminatissima,Native,4.97,117.8,356,3.946,Woody,north,cBB,insects
1803,Shorea glaucescens,Native,4.97,117.8,356,1.412,Woody,north,cBB,insects
1804,Shorea glaucescens,Native,4.97,117.8,356,1.675,Woody,north,cBB,insects
1805,Shorea glaucescens,Native,4.97,117.8,356,1.129,Woody,north,cBB,insects
1806,Shorea glaucescens,Native,4.97,117.8,356,1.122,Woody,north,cBB,insects
1807,Shorea johorensis,Native,4.97,117.8,356,4.973,Woody,north,cBB,insects
1808,Shorea johorensis,Native,4.97,117.8,356,6.226,Woody,north,cBB,insects
1809,Shorea johorensis,Native,4.97,117.8,356,8.467,Woody,north,cBB,insects
1810,Shorea johorensis,Native,4.97,117.8,356,12.058,Woody,north,cBB,insects
1811,Shorea parvifolia,Native,4.97,117.8,356,5.566,Woody,north,cBB,insects
1812,Shorea parvifolia,Native,4.97,117.8,356,6.1,Woody,north,cBB,insects
1813,Shorea parvifolia,Native,4.97,117.8,356,7.801,Woody,north,cBB,insects
1814,Shorea parvifolia,Native,4.97,117.8,356,6.895,Woody,north,cBB,insects
1589,Brassica oleracea,Native,12.98,-86.35,341,12.8,Nonwoody,north,cBD,insects
1590,Brassica oleracea,Native,12.98,-86.35,341,15.5,Nonwoody,north,cBD,insects
189,Arnica montana,Native,51.75,10.5,55,2.754,Nonwoody,north,cBE,gastropods
594,Ambrosia artemisiifolia,Native,42.42,-76.52,132,1.7,Nonwoody,north,cBH,insects
595,Ambrosia artemisiifolia,Native,42.42,-76.52,132,1.1,Nonwoody,north,cBH,insects
598,Erigeron strigosus,Native,42.42,-76.52,132,1.2,Nonwoody,north,cBH,insects
599,Euthamia graminifolia,Native,42.42,-76.52,132,2.3,Nonwoody,north,cBH,insects
600,Euthamia graminifolia,Native,42.42,-76.52,132,1.5,Nonwoody,north,cBH,insects
601,Solidago altissima,Native,42.42,-76.52,132,2.876,Nonwoody,north,cBH,insects
602,Solidago altissima,Native,42.42,-76.52,132,3.097,Nonwoody,north,cBH,insects
603,Solidago altissima,Native,42.42,-76.52,132,2.339,Nonwoody,north,cBH,insects
604,Solidago altissima,Native,42.42,-76.52,132,10.777,Nonwoody,north,cBH,insects
605,Solidago altissima,Native,42.42,-76.52,132,2.433,Nonwoody,north,cBH,insects
606,Solidago altissima,Native,42.42,-76.52,132,3.287,Nonwoody,north,cBH,insects
610,Panicum capillare,Native,42.42,-76.52,132,1.2,Nonwoody,north,cBH,insects
611,Panicum lanuginosum,Native,42.42,-76.52,132,2.7,Nonwoody,north,cBH,insects
613,Posidonia oceanica,Native,42.36,3.36,134,4.4,Nonwoody,north,cBI,vertebrates
614,Posidonia oceanica,Native,42.34,3.33,135,1.9,Nonwoody,north,cBI,vertebrates
617,Posidonia oceanica,Native,42.26,3.29,138,2.3,Nonwoody,north,cBI,vertebrates
618,Posidonia oceanica,Native,42.18,3.21,139,1.7,Nonwoody,north,cBI,vertebrates
619,Posidonia oceanica,Native,42.15,3.39,140,3.7,Nonwoody,north,cBI,vertebrates
627,Posidonia oceanica,Native,41.77,3.05,143,2.3,Nonwoody,north,cBI,vertebrates
634,Posidonia oceanica,Native,41.73,3,145,1.6,Nonwoody,north,cBI,vertebrates
647,Posidonia oceanica,Native,41.69,2.93,148,1.9,Nonwoody,north,cBI,vertebrates
857,Posidonia oceanica,Native,38.68,-0.24,196,1.5,Nonwoody,north,cBI,vertebrates
858,Posidonia oceanica,Native,38.63,-0.22,197,2.5,Nonwoody,north,cBI,vertebrates
859,Posidonia oceanica,Native,38.57,-0.13,198,1.5,Nonwoody,north,cBI,vertebrates
860,Posidonia oceanica,Native,38.55,-0.05,199,2,Nonwoody,north,cBI,vertebrates
872,Posidonia oceanica,Native,38.18,-0.5,202,1.8,Nonwoody,north,cBI,vertebrates
873,Posidonia oceanica,Native,38.15,-0.53,203,1,Nonwoody,north,cBI,vertebrates
874,Posidonia oceanica,Native,38.13,-0.56,204,1.9,Nonwoody,north,cBI,vertebrates
879,Posidonia oceanica,Native,37.56,-0.78,208,1.3,Nonwoody,north,cBI,vertebrates
880,Posidonia oceanica,Native,37.55,-0.82,209,1.7,Nonwoody,north,cBI,vertebrates
881,Posidonia oceanica,Native,37.51,-0.92,210,1.7,Nonwoody,north,cBI,vertebrates
882,Posidonia oceanica,Native,37.5,-1,211,0.8,Nonwoody,north,cBI,vertebrates
892,Posidonia oceanica,Native,37.38,-1.55,217,0.9,Nonwoody,north,cBI,vertebrates
921,Posidonia oceanica,Native,37.05,-1.82,228,0.3,Nonwoody,north,cBI,vertebrates
922,Posidonia oceanica,Native,36.93,-1.88,229,1.6,Nonwoody,north,cBI,vertebrates
925,Posidonia oceanica,Native,36.76,-2.55,231,0.9,Nonwoody,north,cBI,vertebrates
926,Posidonia oceanica,Native,36.74,-2.58,232,1.4,Nonwoody,north,cBI,vertebrates
927,Posidonia oceanica,Native,36.7,-2.61,233,0.9,Nonwoody,north,cBI,vertebrates
1697,Inga goldmanii,Native,9.15,-79.85,351,22.8,Woody,north,cBK,insects
1698,Inga umbellifera,Native,9.15,-79.85,351,21.4,Woody,north,cBK,insects
771,Citrus reticulata,Native,39.48,-0.75,188,38.8,Woody,north,cBL,insects
2409,Nothofagus pumilio,Native,-40.95,-71.94,458,8.783,Woody,south,cBM,insects
2410,Nothofagus pumilio,Native,-40.95,-71.94,458,7.1,Woody,south,cBM,insects
2411,Nothofagus pumilio,Native,-40.95,-71.94,458,3.6,Woody,south,cBM,insects
2405,Nothofagus pumilio,Native,-40.6,-71.08,456,12.5,Woody,south,cBN,insects
2406,Nothofagus pumilio,Native,-40.6,-71.08,456,16.1,Woody,south,cBN,insects
2407,Nothofagus pumilio,Native,-40.62,-71.83,457,3.8,Woody,south,cBN,insects
2408,Nothofagus pumilio,Native,-40.62,-71.83,457,8.4,Woody,south,cBN,insects
1905,Leonardoxa africana,Native,2.57,9.83,362,1.89,Woody,north,cBO,insects
413,Betula pendula,Native,44.73,-0.77,114,41.645,Woody,north,cBP,insects
414,Betula pendula,Native,44.73,-0.77,114,33.644,Woody,north,cBP,insects
415,Betula pendula,Native,44.73,-0.77,114,24.729,Woody,north,cBP,insects
416,Quercus ilex,Native,44.73,-0.77,114,6.327,Woody,north,cBP,insects
417,Quercus ilex,Native,44.73,-0.77,114,9.382,Woody,north,cBP,insects
418,Quercus ilex,Native,44.73,-0.77,114,14.618,Woody,north,cBP,insects
419,Quercus robur,Native,44.73,-0.77,114,23.969,Woody,north,cBP,insects
420,Quercus robur,Native,44.73,-0.77,114,23.664,Woody,north,cBP,insects
421,Quercus robur,Native,44.73,-0.77,114,25.496,Woody,north,cBP,insects
981,Cercis canadensis,Native,35.97,-79.08,253,3.741,Woody,north,cBR,insects
982,Ulmus alata,Native,35.97,-79.08,253,5.99,Woody,north,cBR,insects
983,Ulmus alata,Native,35.97,-79.08,253,6.238,Woody,north,cBR,insects
984,Acer rubrum,Native,35.97,-79.08,253,10.351,Woody,north,cBR,insects
985,Acer rubrum,Native,35.97,-79.08,253,8.275,Woody,north,cBR,insects
986,Liquidambar styraciflua,Native,35.97,-79.08,253,2.474,Woody,north,cBR,insects
987,Liquidambar styraciflua,Native,35.97,-79.08,253,5.428,Woody,north,cBR,insects
775,Lactuca ludoviciana,Native,39.08,-96.58,190,12.893,Nonwoody,north,cBS,insects
776,Lactuca ludoviciana,Native,39.08,-96.58,190,12.893,Nonwoody,north,cBS,insects
781,Psoralea tenuiflora,Native,39.08,-96.58,190,16.244,Nonwoody,north,cBS,insects
782,Psoralea tenuiflora,Native,39.08,-96.58,190,6.599,Nonwoody,north,cBS,insects
784,Andropogon gerardii,Native,39.08,-96.58,190,16.244,Nonwoody,north,cBS,insects
786,Elymus canadensis,Native,39.08,-96.58,190,5.178,Nonwoody,north,cBS,insects
25,Salix triandra,Native,63.72,19.52,4,9.835,Woody,north,cBU,insects
26,Salix triandra,Native,63.72,19.52,4,8.49,Woody,north,cBU,insects
1552,Calathea ovandensis,Native,18.45,-95.2,336,15.3,Nonwoody,north,cBV,insects
1553,Calathea ovandensis,Native,18.45,-95.2,336,6.4,Nonwoody,north,cBV,insects
1554,Calathea ovandensis,Native,18.45,-95.2,336,2,Nonwoody,north,cBV,insects
1555,Calathea ovandensis,Native,18.45,-95.2,336,3.2,Nonwoody,north,cBV,insects
1556,Calathea ovandensis,Native,18.45,-95.2,336,4.4,Nonwoody,north,cBV,insects
1557,Calathea ovandensis,Native,18.45,-95.2,336,2.2,Nonwoody,north,cBV,insects
1558,Calathea ovandensis,Native,18.45,-95.2,336,2.4,Nonwoody,north,cBV,insects
1559,Calathea ovandensis,Native,18.45,-95.2,336,2.2,Nonwoody,north,cBV,insects
1560,Calathea ovandensis,Native,18.45,-95.2,336,2.4,Nonwoody,north,cBV,insects
1561,Calathea ovandensis,Native,18.45,-95.2,336,1.9,Nonwoody,north,cBV,insects
1562,Calathea ovandensis,Native,18.45,-95.2,336,1.7,Nonwoody,north,cBV,insects
1563,Calathea ovandensis,Native,18.45,-95.2,336,0.6,Nonwoody,north,cBV,insects
1564,Calathea ovandensis,Native,18.45,-95.2,336,3.8,Nonwoody,north,cBV,insects
1565,Calathea ovandensis,Native,18.45,-95.2,336,4.6,Nonwoody,north,cBV,insects
1566,Calathea ovandensis,Native,18.45,-95.2,336,3.5,Nonwoody,north,cBV,insects
1567,Calathea ovandensis,Native,18.45,-95.2,336,2.7,Nonwoody,north,cBV,insects
1568,Calathea ovandensis,Native,18.45,-95.2,336,3.8,Nonwoody,north,cBV,insects
1569,Calathea ovandensis,Native,18.45,-95.2,336,4.6,Nonwoody,north,cBV,insects
1570,Calathea ovandensis,Native,18.45,-95.2,336,4.3,Nonwoody,north,cBV,insects
1571,Calathea ovandensis,Native,18.45,-95.2,336,1,Nonwoody,north,cBV,insects
622,Trillium grandiflorum,Native,41.78,-80.08,142,51.35,Nonwoody,north,cBY,vertebrates
623,Trillium grandiflorum,Native,41.78,-80.08,142,25,Nonwoody,north,cBY,vertebrates
625,Trillium grandiflorum,Native,41.78,-80.08,142,53.75,Nonwoody,north,cBY,vertebrates
626,Trillium grandiflorum,Native,41.78,-80.08,142,2.74,Nonwoody,north,cBY,vertebrates
628,Trillium grandiflorum,Native,41.75,-79.95,144,41.67,Nonwoody,north,cBY,vertebrates
629,Trillium grandiflorum,Native,41.75,-79.95,144,60.7,Nonwoody,north,cBY,vertebrates
630,Trillium grandiflorum,Native,41.75,-79.95,144,8.7,Nonwoody,north,cBY,vertebrates
631,Trillium grandiflorum,Native,41.75,-79.95,144,15.07,Nonwoody,north,cBY,vertebrates
632,Trillium grandiflorum,Native,41.75,-79.95,144,63.85,Nonwoody,north,cBY,vertebrates
637,Trillium grandiflorum,Native,41.73,-80.05,146,10.7,Nonwoody,north,cBY,vertebrates
639,Trillium grandiflorum,Native,41.73,-80.05,146,19.23,Nonwoody,north,cBY,vertebrates
640,Trillium grandiflorum,Native,41.73,-80.05,146,6.25,Nonwoody,north,cBY,vertebrates
641,Trillium grandiflorum,Native,41.72,-80.03,147,11.5,Nonwoody,north,cBY,vertebrates
643,Trillium grandiflorum,Native,41.72,-80.03,147,4.88,Nonwoody,north,cBY,vertebrates
645,Trillium grandiflorum,Native,41.72,-80.03,147,2.74,Nonwoody,north,cBY,vertebrates
646,Trillium grandiflorum,Native,41.72,-80.03,147,4,Nonwoody,north,cBY,vertebrates
648,Trillium grandiflorum,Native,41.68,-80.07,149,2,Nonwoody,north,cBY,vertebrates
649,Trillium grandiflorum,Native,41.68,-80.07,149,24,Nonwoody,north,cBY,vertebrates
650,Trillium grandiflorum,Native,41.68,-80.07,149,6.25,Nonwoody,north,cBY,vertebrates
652,Trillium grandiflorum,Native,41.68,-80.07,149,9.6,Nonwoody,north,cBY,vertebrates
653,Trillium grandiflorum,Native,41.68,-80.07,149,15.2,Nonwoody,north,cBY,vertebrates
660,Trillium grandiflorum,Native,41.6,-80.35,151,56.3,Nonwoody,north,cBY,vertebrates
661,Trillium grandiflorum,Native,41.6,-80.35,151,59.1,Nonwoody,north,cBY,vertebrates
662,Trillium grandiflorum,Native,41.6,-80.35,151,26.45,Nonwoody,north,cBY,vertebrates
663,Trillium grandiflorum,Native,41.6,-80.35,151,32.85,Nonwoody,north,cBY,vertebrates
664,Trillium grandiflorum,Native,41.6,-80.35,151,13.1,Nonwoody,north,cBY,vertebrates
665,Trillium grandiflorum,Native,41.6,-80.35,151,16.05,Nonwoody,north,cBY,vertebrates
667,Trillium grandiflorum,Native,41.52,-80.43,153,1.3,Nonwoody,north,cBY,vertebrates
673,Trillium grandiflorum,Native,41.48,-80.4,154,28.36,Nonwoody,north,cBY,vertebrates
674,Trillium grandiflorum,Native,41.48,-80.4,154,14.8,Nonwoody,north,cBY,vertebrates
675,Trillium grandiflorum,Native,41.48,-80.4,154,8.95,Nonwoody,north,cBY,vertebrates
676,Trillium grandiflorum,Native,41.48,-80.4,154,5.58,Nonwoody,north,cBY,vertebrates
677,Trillium grandiflorum,Native,41.48,-80.4,154,12.28,Nonwoody,north,cBY,vertebrates
678,Trillium grandiflorum,Native,41.48,-80.4,154,5.56,Nonwoody,north,cBY,vertebrates
693,Trillium grandiflorum,Native,41.4,-80,156,36,Nonwoody,north,cBY,vertebrates
694,Trillium grandiflorum,Native,41.4,-80,156,5.56,Nonwoody,north,cBY,vertebrates
695,Trillium grandiflorum,Native,41.4,-80,156,18.75,Nonwoody,north,cBY,vertebrates
697,Trillium grandiflorum,Native,41.4,-80,156,6.8,Nonwoody,north,cBY,vertebrates
698,Trillium grandiflorum,Native,41.4,-80,156,37.68,Nonwoody,north,cBY,vertebrates
699,Trillium grandiflorum,Native,41.4,-80.2,157,51.2,Nonwoody,north,cBY,vertebrates
700,Trillium grandiflorum,Native,41.4,-80.2,157,37.84,Nonwoody,north,cBY,vertebrates
701,Trillium grandiflorum,Native,41.4,-80.2,157,16.67,Nonwoody,north,cBY,vertebrates
702,Trillium grandiflorum,Native,41.4,-80.2,157,8,Nonwoody,north,cBY,vertebrates
703,Trillium grandiflorum,Native,41.4,-80.2,157,22.64,Nonwoody,north,cBY,vertebrates
704,Trillium grandiflorum,Native,41.4,-80.2,157,12.77,Nonwoody,north,cBY,vertebrates
705,Trillium grandiflorum,Native,41.33,-79.97,158,7.7,Nonwoody,north,cBY,vertebrates
706,Trillium grandiflorum,Native,41.33,-79.97,158,20.8,Nonwoody,north,cBY,vertebrates
707,Trillium grandiflorum,Native,41.33,-79.97,158,5.88,Nonwoody,north,cBY,vertebrates
708,Trillium grandiflorum,Native,41.33,-79.97,158,10,Nonwoody,north,cBY,vertebrates
709,Trillium grandiflorum,Native,41.33,-79.97,158,50,Nonwoody,north,cBY,vertebrates
710,Trillium grandiflorum,Native,41.33,-79.97,158,30.77,Nonwoody,north,cBY,vertebrates
1190,Eriogonum tomentosum,Native,29.64,-82.35,317,13.818,Nonwoody,north,cBZ,insects
1191,Diospyros virginiana,Native,29.64,-82.35,317,12.364,Woody,north,cBZ,insects
1192,Rhynchosia reniformis,Native,29.64,-82.35,317,8.182,Nonwoody,north,cBZ,insects
1193,Tephrosia virginiana,Native,29.64,-82.35,317,14,Nonwoody,north,cBZ,insects
1194,Quercus laevis,Native,29.64,-82.35,317,22.545,Woody,north,cBZ,insects
1195,Asimina incana,Native,29.64,-82.35,317,25.091,Woody,north,cBZ,insects
1196,Licania michauxii,Native,29.64,-82.35,317,12,Woody,north,cBZ,insects
1197,Croton argyranthemus,Native,29.64,-82.35,317,7.273,Nonwoody,north,cBZ,insects
538,Salix miyabeana,Native,43.18,141.4,124,11.308,Woody,north,cCB,insects
539,Salix miyabeana,Native,43.18,141.4,124,11.654,Woody,north,cCB,insects
1699,Inga acuminata,Native,9.15,-79.85,351,23.3,Woody,north,cCC,insects
1700,Inga cocleensis,Native,9.15,-79.85,351,23.6,Woody,north,cCC,insects
1701,Inga goldmanii,Native,9.15,-79.85,351,22.8,Woody,north,cCC,insects
1702,Inga laurina,Native,9.15,-79.85,351,31.4,Woody,north,cCC,insects
1703,Inga marginata,Native,9.15,-79.85,351,40.6,Woody,north,cCC,insects
1704,Inga multijuga,Native,9.15,-79.85,351,42.5,Woody,north,cCC,insects
1705,Inga nobilis,Native,9.15,-79.85,351,24.3,Woody,north,cCC,insects
1706,Inga pezizifera,Native,9.15,-79.85,351,25.4,Woody,north,cCC,insects
1707,Inga sapindoides,Native,9.15,-79.85,351,22.4,Woody,north,cCC,insects
1708,Inga umbellifera,Native,9.15,-79.85,351,20.5,Woody,north,cCC,insects
1709,Inga vera,Native,9.15,-79.85,351,34.4,Woody,north,cCC,insects
343,Lespedeza capitata,Native,45.43,-93.2,104,5.886,Nonwoody,north,cCD,insects
344,Lespedeza capitata,Native,45.43,-93.2,104,11.697,Nonwoody,north,cCD,insects
345,Lespedeza capitata,Native,45.43,-93.2,104,6.612,Nonwoody,north,cCD,insects
346,Lespedeza capitata,Native,45.43,-93.2,104,11.464,Nonwoody,north,cCD,insects
322,Primula farinosa,Native,47.24,8.85,95,12.438,Nonwoody,north,cCF,multiple
323,Primula farinosa,Native,47.24,8.85,95,4.384,Nonwoody,north,cCF,multiple
324,Primula farinosa,Native,47.24,8.85,95,10.192,Nonwoody,north,cCF,multiple
325,Primula farinosa,Native,47.24,8.85,95,5.479,Nonwoody,north,cCF,multiple
1630,Rhizophora mucronata,Native,9.83,98.58,346,0.253,Woody,north,cCH,crustaceans
1631,Rhizophora mucronata,Native,9.83,98.58,346,0.44,Woody,north,cCH,crustaceans
1256,Achatocarpus gracilis,Native,20.15,-103.91,326,2.5,Woody,north,cCJ,insects
1257,Achatocarpus gracilis,Native,20.15,-103.91,326,9.8,Woody,north,cCJ,insects
1258,Guapira macrocarpa,Native,20.15,-103.91,326,8.4,Woody,north,cCJ,insects
1259,Guapira macrocarpa,Native,20.15,-103.91,326,8.7,Woody,north,cCJ,insects
1260,Ruprechtia fusca,Native,20.15,-103.91,326,9.7,Woody,north,cCJ,insects
1261,Ruprechtia fusca,Native,20.15,-103.91,326,1.4,Woody,north,cCJ,insects
1262,Guettarda elliptica,Native,20.15,-103.91,326,12.5,Woody,north,cCJ,insects
1263,Guettarda elliptica,Native,20.15,-103.91,326,3,Woody,north,cCJ,insects
1264,Cordia alliodora,Native,20.15,-103.91,326,1.1,Woody,north,cCJ,insects
1265,Cordia alliodora,Native,20.15,-103.91,326,6.3,Woody,north,cCJ,insects
593,Brassica oleracea var. acephala,Native,42.42,-8.65,131,31.5,Nonwoody,north,cCK,insects
1644,Tabebuia rosea,Native,9.33,-79.63,348,7.749,Woody,north,cCL,insects
1645,Tabebuia rosea,Native,9.33,-79.63,348,9.181,Woody,north,cCL,insects
1646,Anacardium excelsum,Native,9.33,-79.63,348,7.018,Woody,north,cCL,insects
1647,Anacardium excelsum,Native,9.33,-79.63,348,5.614,Woody,north,cCL,insects
257,Senecio ovatus,Native,50.6,13.28,64,20.6,Nonwoody,north,cCN,insects
1,Vaccinium myrtillus,Native,68,19,1,0.098,Woody,north,cCP,insects
2,Vaccinium uliginosum,Native,68,19,1,0.543,Woody,north,cCP,insects
3,Vaccinium vitis-idaea,Native,68,19,1,0.05,Woody,north,cCP,insects
258,Taraxacum officinale,Native,50.45,11.32,65,4.67,Nonwoody,north,cCS,insects
259,Trifolium pratense,Native,50.45,11.32,65,10.66,Nonwoody,north,cCS,insects
261,Dactylis glomerata,Native,50.45,11.32,65,2.51,Nonwoody,north,cCS,insects
262,Festuca rubra,Native,50.45,11.32,65,1.29,Nonwoody,north,cCS,insects
263,Alchemilla vulgaris,Native,50.45,11.32,65,2.7,Nonwoody,north,cCS,insects
1721,Burkea africana,Native,9.1,-3.7,352,3.4,Woody,north,cCT,insects
1722,Detarium microcarpum,Native,9.1,-3.7,352,8.7,Woody,north,cCT,insects
1723,Piliostigma thonningii,Native,9.1,-3.7,352,8.7,Woody,north,cCT,insects
1724,Crossopteryx febrifuga,Native,9.1,-3.7,352,6.1,Woody,north,cCT,insects
1725,Mitragyna inermis,Native,9.1,-3.7,352,2.3,Woody,north,cCT,insects
1726,Sarcocephalus latifolia,Native,9.1,-3.7,352,6.9,Woody,north,cCT,insects
1727,Bridelia ferruginea,Native,9.1,-3.7,352,6.6,Woody,north,cCT,insects
1728,Monotes kerstingii,Native,9.1,-3.7,352,4.5,Woody,north,cCT,insects
1729,Terminalia macroptera,Native,9.1,-3.7,352,5.3,Woody,north,cCT,insects
1767,Mikania leiostachya,Native,8.98,-79.55,354,1.327,Nonwoody,north,cCU,insects
1768,Chrysophyllum cainito,Native,8.98,-79.55,354,16.169,Woody,north,cCU,insects
1769,Arrabidaea candicans,Native,8.98,-79.55,354,0.711,Nonwoody,north,cCU,insects
1770,Arrabidaea patellifera,Native,8.98,-79.55,354,3.493,Nonwoody,north,cCU,insects
1771,Phryganocydia corymbosa,Native,8.98,-79.55,354,1.236,Woody,north,cCU,insects
1772,Phoebe cinnamomifolia,Native,8.98,-79.55,354,8.733,Woody,north,cCU,insects
1773,Stigmaphyllon hypargyreum,Native,8.98,-79.55,354,3.641,Woody,north,cCU,insects
1774,Luehea seemannii,Native,8.98,-79.55,354,5.381,Woody,north,cCU,insects
1775,Castilla elastica,Native,8.98,-79.55,354,8.177,Woody,north,cCU,insects
1776,Cecropia longipes,Native,8.98,-79.55,354,4.781,Woody,north,cCU,insects
1777,Cecropia peltata,Native,8.98,-79.55,354,2.97,Woody,north,cCU,insects
1778,Cecropia peltata,Native,8.98,-79.55,354,1.794,Woody,north,cCU,insects
1779,Ficus insipida,Native,8.98,-79.55,354,1.354,Woody,north,cCU,insects
1780,Gouania lupuloides,Native,8.98,-79.55,354,8.709,Nonwoody,north,cCU,insects
1781,Urera caracasana,Native,8.98,-79.55,354,9.88,Woody,north,cCU,insects
1782,Bonamia maripoides,Native,8.98,-79.55,354,5.463,Woody,north,cCU,insects
1783,Vitis tiliifolia,Native,8.98,-79.55,354,1.89,Woody,north,cCU,insects
1784,Doliocarpus major,Native,8.98,-79.55,354,1.231,Nonwoody,north,cCU,insects
1785,Cordia alliodora,Native,8.98,-79.55,354,6.821,Woody,north,cCU,insects
19,Populus tremuloides,Native,64.72,-148.33,3,10,Woody,north,cCX,insects
20,Populus tremuloides,Native,64.72,-148.33,3,8,Woody,north,cCX,insects
21,Populus tremuloides,Native,64.72,-148.33,3,8,Woody,north,cCX,insects
22,Populus tremuloides,Native,64.72,-148.33,3,10,Woody,north,cCX,insects
23,Populus tremuloides,Native,64.72,-148.33,3,7,Woody,north,cCX,insects
24,Populus tremuloides,Native,64.72,-148.33,3,13,Woody,north,cCX,insects
906,Campanula americanum,Native,37.35,-80.54,221,12.702,Nonwoody,north,cDA,insects
1099,Quercus rubra,Native,35.05,-83.42,288,35.503,Woody,north,cDC,insects
1100,Quercus rubra,Native,35.05,-83.42,288,27.704,Woody,north,cDC,insects
1101,Quercus rubra,Native,35.05,-83.42,288,25.314,Woody,north,cDC,insects
1102,Quercus rubra,Native,35.05,-83.42,288,27.956,Woody,north,cDC,insects
1103,Quercus rubra,Native,35.05,-83.42,288,26.95,Woody,north,cDC,insects
1104,Quercus rubra,Native,35.05,-83.42,288,22.673,Woody,north,cDC,insects
1105,Quercus rubra,Native,35.05,-83.42,288,24.701,Woody,north,cDC,insects
1106,Quercus rubra,Native,35.05,-83.42,288,22.09,Woody,north,cDC,insects
1107,Quercus rubra,Native,35.05,-83.42,288,24.254,Woody,north,cDC,insects
1108,Quercus rubra,Native,35.05,-83.42,288,26.866,Woody,north,cDC,insects
1109,Quercus rubra,Native,35.05,-83.42,288,24.701,Woody,north,cDC,insects
1110,Quercus rubra,Native,35.05,-83.42,288,22.612,Woody,north,cDC,insects
132,Achillea millefolium,Native,61,-138,38,0.911,Nonwoody,north,cDM,insects
133,Achillea millefolium ssp. borealis,Native,61,-138,38,0.78,Nonwoody,north,cDM,insects
134,Artemisia ludoviciana,Native,61,-138,38,0.933,Nonwoody,north,cDM,insects
135,Artemisia norvegica ssp. Saxatilis,Native,61,-138,38,0.38,Nonwoody,north,cDM,insects
136,Polygonum viviparum,Native,61,-138,38,0.97,Nonwoody,north,cDM,insects
137,Arctostaphylos uva-ursi,Native,61,-138,38,1.21,Woody,north,cDM,insects
138,Thermopsis rhombifolia,Native,61,-138,38,70.175,Nonwoody,north,cDM,insects
139,Galium boreale,Native,61,-138,38,11.825,Nonwoody,north,cDM,insects
140,Salix reticulata,Native,61,-138,38,2.01,Woody,north,cDM,insects
141,Epilobium angustifolium,Native,61,-138,38,1.38,Nonwoody,north,cDM,insects
142,Carex consimilis,Native,61,-138,38,0.24,Nonwoody,north,cDM,insects
144,Festuca campestris,Native,61,-138,38,0.544,Nonwoody,north,cDM,insects
146,Rosa arkansana,Native,61,-138,38,2.675,Woody,north,cDM,insects
147,Mertensia paniculata var. paniculata,Native,61,-138,38,5.97,Nonwoody,north,cDM,insects
928,Cercis canadensis,Native,36.62,-79.15,234,6.164,Woody,north,cDN,insects
929,Robinia pseudoacacia,Native,36.62,-79.15,234,27,Woody,north,cDN,insects
930,Quercus alba,Native,36.62,-79.15,234,2.295,Woody,north,cDN,insects
931,Quercus phellos,Native,36.62,-79.15,234,4.525,Woody,north,cDN,insects
932,Quercus rubra,Native,36.62,-79.15,234,4.262,Woody,north,cDN,insects
933,Quercus velutina,Native,36.62,-79.15,234,3.213,Woody,north,cDN,insects
934,Liriodendron tulipifera,Native,36.62,-79.15,234,3.082,Woody,north,cDN,insects
935,Prunus serotina,Native,36.62,-79.15,234,4.328,Woody,north,cDN,insects
936,Ulmus alata,Native,36.62,-79.15,234,2.492,Woody,north,cDN,insects
937,Acer rubrum,Native,36.62,-79.15,234,6.623,Woody,north,cDN,insects
938,Acer saccharum,Native,36.62,-79.15,234,2.426,Woody,north,cDN,insects
939,Liquidambar styraciflua,Native,36.62,-79.15,234,1.443,Woody,north,cDN,insects
